,fruits_veggies,daily_stress,places_visited,core_circle,supporting_others,social_network,achievement,donation,todo_completed,flow,daily_steps,live_vision,sleep_hours,lost_vacation,daily_shouting,sufficient_income,personal_awards,time_for_passion,weekly_meditation,age,gender,work_life_balance_score,healthy_bmi,quest_year,quest_month
11457,1,2,6,1,1,5,3,0,1,1,5,6,7,4,3,0,0,1,6,21 to 35,Male,587.4,0,2019,8
11458,2,3,4,4,10,3,6,3,7,5,7,5,5,3,3,1,7,3,10,51 or more,Female,672.4,0,2019,8
11459,5,1,10,5,3,3,3,1,8,1,6,5,8,0,0,1,2,5,5,21 to 35,Female,689.8,1,2019,8
11460,3,4,10,10,3,10,7,1,7,2,9,2,7,10,2,1,10,1,10,36 to 50,Male,693.6,1,2019,8
11461,5,0,10,10,10,10,10,5,5,2,7,2,7,0,0,1,10,4,2,36 to 50,Female,749.3,1,2019,8
11462,5,3,10,4,5,5,8,2,8,2,7,3,7,0,4,1,4,0,4,36 to 50,Female,684.7,1,2019,8
11463,3,5,4,5,6,7,7,2,3,6,2,3,9,1,6,1,4,3,6,36 to 50,Female,645.0,0,2019,8
11464,1,1,0,0,0,10,1,0,5,3,1,10,9,10,1,0,0,2,10,21 to 35,Male,597.2,0,2019,8
11465,1,1,4,2,2,1,2,2,3,2,2,0,6,0,2,0,4,1,10,51 or more,Male,615.5,1,2019,8
11466,1,5,1,6,2,4,1,0,2,4,3,0,5,1,8,0,1,2,1,21 to 35,Female,554.3,0,2019,8
11467,1,3,4,2,1,3,1,3,4,2,3,1,7,10,6,1,3,0,5,51 or more,Male,600.6,1,2019,8
11468,5,1,1,10,9,5,7,2,5,7,4,0,6,0,2,1,6,1,7,51 or more,Female,678.8,0,2019,8
11469,2,1,5,2,10,5,4,0,4,3,3,2,8,0,2,1,5,2,3,36 to 50,Male,641.6,0,2019,8
11470,4,4,4,1,4,2,2,2,5,2,1,1,8,0,1,0,2,0,7,36 to 50,Female,617.4,1,2019,8
11471,4,0,10,3,4,1,9,4,9,2,10,1,8,0,0,1,2,5,10,36 to 50,Female,717.8,1,2019,8
11472,2,2,5,5,6,4,2,3,4,2,2,1,6,2,7,1,5,2,3,21 to 35,Female,620.6,0,2019,8
11473,3,1,8,4,0,8,2,4,7,4,8,0,7,0,3,1,1,1,3,36 to 50,Female,669.6,1,2019,8
11474,2,2,3,3,2,8,3,0,6,4,5,7,7,0,7,1,7,3,5,21 to 35,Male,641.8,0,2019,8
11475,2,1,1,4,1,1,2,0,2,2,2,3,7,0,3,1,0,2,5,36 to 50,Male,598.7,0,2019,8
11476,2,1,1,4,1,1,2,0,2,2,2,3,7,0,3,1,0,2,5,36 to 50,Male,598.7,0,2019,8
11477,1,4,10,6,2,10,5,0,6,2,6,1,7,5,0,1,7,1,3,21 to 35,Female,657.3,1,2019,8
11478,5,3,10,10,6,10,5,5,4,4,6,5,7,10,1,1,2,3,6,51 or more,Female,701.5,1,2019,8
11479,2,2,4,10,3,4,2,5,3,3,9,6,6,0,1,1,1,1,10,51 or more,Female,667.9,0,2019,8
11480,2,3,1,4,2,8,5,3,4,3,3,3,6,3,2,1,6,1,4,36 to 50,Male,629.3,0,2019,8
11481,3,2,7,3,6,5,7,2,4,3,5,3,6,5,4,0,7,5,7,20 or younger,Female,656.9,1,2019,8
11482,4,1,10,10,10,10,6,5,5,0,6,3,8,0,1,1,10,3,10,51 or more,Female,727.2,0,2019,8
11483,5,5,2,10,4,10,6,2,5,4,10,5,5,0,6,1,9,2,6,51 or more,Female,676.4,0,2019,8
11484,3,3,1,3,4,3,2,0,4,0,3,0,6,0,7,0,3,0,1,21 to 35,Female,568.1,0,2019,8
11485,3,2,3,3,10,6,5,5,5,5,6,10,6,2,6,1,8,7,5,36 to 50,Female,687.7,0,2019,8
11486,3,3,4,4,5,10,3,0,5,6,10,0,8,0,1,0,10,4,10,36 to 50,Male,680.4,1,2019,8
11487,3,3,10,5,1,2,3,0,8,6,2,1,6,1,2,1,5,1,5,51 or more,Female,651.2,1,2019,8
11488,0,2,1,4,4,6,4,0,2,1,3,0,7,0,5,1,4,3,2,21 to 35,Male,617.6,1,2019,8
11489,5,2,7,10,7,10,5,5,8,5,4,3,6,0,3,1,3,1,6,21 to 35,Female,712.8,1,2019,8
11490,1,2,1,2,1,2,0,0,1,0,2,0,9,0,2,0,0,0,4,20 or younger,Male,577.0,1,2019,8
11491,1,2,1,4,2,7,2,0,1,1,2,1,7,1,3,1,4,0,4,21 to 35,Female,597.0,0,2019,8
11492,3,2,10,4,10,4,5,4,8,2,4,2,6,0,1,1,10,10,5,36 to 50,Female,697.5,0,2019,8
11493,3,2,6,2,5,1,0,0,1,0,5,0,6,0,2,0,4,0,5,21 to 35,Male,605.9,1,2019,8
11494,1,2,3,2,5,2,3,1,7,3,7,4,6,7,4,1,3,3,0,51 or more,Female,609.7,0,2019,8
11495,5,3,5,4,5,5,5,2,7,7,2,2,8,0,2,1,5,2,8,51 or more,Male,666.9,0,2019,8
11496,3,1,10,0,5,3,10,5,5,4,10,10,7,10,1,0,5,4,7,21 to 35,Female,688.7,1,2019,8
11497,5,4,9,5,10,10,9,1,2,4,7,3,7,7,0,1,10,10,4,36 to 50,Male,711.9,1,2019,8
11498,4,4,10,10,10,10,10,5,9,9,9,10,8,0,0,1,5,2,2,36 to 50,Female,741.4,0,2019,8
11499,1,1,6,3,4,4,1,1,5,3,1,5,9,0,0,1,2,4,7,51 or more,Female,641.4,0,2019,8
11500,4,1,4,4,7,2,5,5,7,2,7,10,6,0,2,1,10,4,7,51 or more,Male,698.1,0,2019,8
11501,1,5,8,4,9,4,6,1,8,3,1,8,7,0,10,0,10,7,3,21 to 35,Female,634.2,0,2019,8
11502,1,5,1,4,10,5,4,1,9,4,4,1,7,1,1,1,6,0,1,21 to 35,Female,628.0,0,2019,8
11503,1,5,1,1,0,1,0,0,5,0,5,0,5,10,1,1,5,0,4,51 or more,Male,559.8,0,2019,8
11504,2,4,6,0,4,1,2,5,1,2,8,3,8,10,7,0,8,1,7,21 to 35,Male,615.4,1,2019,8
11505,2,0,2,4,1,6,3,5,3,2,7,1,8,0,2,1,10,1,10,36 to 50,Male,666.2,0,2019,8
11506,4,4,7,6,4,3,2,5,5,1,5,1,7,2,8,1,6,0,2,36 to 50,Female,629.9,0,2019,8
11507,4,1,8,3,3,7,2,0,4,4,10,7,6,0,2,0,5,0,2,51 or more,Male,640.9,0,2019,8
11508,1,2,2,5,0,10,0,0,0,4,1,0,6,0,2,0,8,3,4,21 to 35,Female,594.9,0,2019,8
11509,5,2,5,5,4,5,5,5,7,2,9,2,7,0,1,1,10,2,5,21 to 35,Female,688.5,0,2019,8
11510,4,3,1,4,5,3,8,5,8,10,6,4,5,0,8,1,10,3,10,21 to 35,Male,684.1,0,2019,8
11511,4,2,5,7,10,10,1,2,7,1,10,0,7,0,0,1,6,10,10,36 to 50,Male,721.0,1,2019,8
11512,1,3,10,4,3,8,3,5,4,7,1,10,7,4,5,1,10,7,10,20 or younger,Female,683.5,0,2019,8
11513,2,3,0,7,8,4,7,1,8,3,8,8,6,10,2,0,8,6,7,21 to 35,Male,662.6,1,2019,8
11514,4,0,1,6,10,7,8,4,7,7,4,10,6,5,0,1,9,7,10,51 or more,Male,721.3,0,2019,8
11515,3,4,10,2,8,5,3,2,4,1,3,1,7,0,2,1,7,1,4,36 to 50,Female,658.4,1,2019,8
11516,4,3,3,2,3,4,3,2,2,2,3,2,6,0,3,1,2,3,9,36 to 50,Male,625.9,0,2019,8
11517,2,1,8,5,10,5,3,5,6,1,7,5,7,0,2,1,10,1,4,36 to 50,Female,686.4,0,2019,8
11518,3,3,3,6,10,4,4,2,6,5,3,3,6,1,1,1,1,5,6,21 to 35,Female,671.8,1,2019,8
11519,4,1,3,10,8,6,5,4,7,2,10,3,8,0,1,1,4,0,7,51 or more,Female,694.0,0,2019,8
11520,2,4,5,3,2,5,5,3,5,5,1,3,7,4,4,1,7,4,3,36 to 50,Female,629.1,0,2019,8
11521,5,1,5,5,2,4,3,0,7,4,2,5,8,0,0,1,1,5,10,36 to 50,Female,663.5,0,2019,8
11522,2,2,1,6,10,1,0,5,6,1,2,1,7,0,0,1,4,1,10,51 or more,Female,665.0,1,2019,8
11523,0,4,2,2,1,5,2,0,0,0,1,0,6,3,8,1,3,1,4,21 to 35,Male,559.2,0,2019,8
11524,1,3,3,2,3,3,2,1,7,4,2,3,7,6,1,0,6,6,10,20 or younger,Male,629.3,1,2019,8
11525,1,3,10,10,10,10,2,4,6,2,7,5,7,3,3,1,7,1,7,36 to 50,Female,703.4,1,2019,8
11526,3,3,5,3,4,7,5,5,8,4,5,2,8,7,0,1,3,5,3,36 to 50,Female,674.3,1,2019,8
11527,1,4,10,10,10,10,6,5,7,1,8,10,7,10,5,1,5,1,10,36 to 50,Female,690.0,0,2019,8
11528,5,3,2,5,0,4,1,1,2,2,10,10,8,10,1,1,4,2,5,51 or more,Male,649.8,1,2019,8
11529,1,3,1,4,4,8,5,3,4,0,8,5,8,7,2,0,7,2,4,20 or younger,Female,620.5,0,2019,8
11530,5,3,8,10,10,10,4,5,7,3,10,3,7,0,8,0,8,8,2,36 to 50,Female,693.8,0,2019,8
11531,3,2,8,7,10,10,4,5,0,4,10,10,6,0,1,1,10,2,6,36 to 50,Male,731.0,1,2019,8
11532,3,2,10,6,6,10,3,3,8,3,4,2,8,7,1,1,5,2,5,36 to 50,Female,686.0,1,2019,8
11533,3,4,0,6,5,5,0,1,1,0,7,0,5,0,2,0,0,1,7,21 to 35,Male,606.1,1,2019,8
11534,3,2,1,7,5,3,2,2,8,1,4,5,9,10,3,1,4,5,7,21 to 35,Female,638.6,0,2019,8
11535,4,0,10,5,10,10,3,3,10,4,10,3,8,0,1,1,4,10,5,36 to 50,Female,743.3,1,2019,8
11536,4,2,10,7,6,4,4,3,10,7,10,10,8,10,6,1,4,3,8,21 to 35,Male,692.3,0,2019,8
11537,2,3,2,4,1,4,2,0,2,1,10,1,6,10,1,1,3,0,1,36 to 50,Male,605.2,1,2019,8
11538,2,2,2,8,1,1,0,1,1,1,3,1,7,9,0,0,2,1,2,21 to 35,Male,585.3,1,2019,8
11539,1,4,1,2,1,10,1,5,2,6,8,3,7,5,10,1,4,5,6,21 to 35,Male,640.7,1,2019,8
11540,5,5,7,10,5,10,6,3,9,7,8,3,7,10,0,1,6,8,7,36 to 50,Female,698.5,0,2019,8
11541,2,3,10,4,5,5,2,0,5,3,3,3,6,10,3,0,5,4,5,21 to 35,Male,622.5,1,2019,8
11542,3,5,0,9,10,10,2,3,10,2,5,10,7,3,5,1,3,10,2,21 to 35,Female,672.4,0,2019,8
11543,2,3,5,10,10,10,3,5,8,3,8,4,7,0,3,1,4,5,5,21 to 35,Male,712.1,1,2019,8
11544,4,5,6,10,10,10,5,5,5,2,8,10,6,5,10,1,10,2,7,36 to 50,Female,689.8,0,2019,8
11545,1,2,3,4,10,3,9,0,7,2,7,10,6,0,1,1,4,2,3,36 to 50,Female,660.7,0,2019,8
11546,5,5,10,6,5,10,10,0,10,8,5,10,8,10,0,1,5,4,10,51 or more,Female,718.5,1,2019,9
11547,3,3,5,10,10,10,5,3,8,7,4,10,6,0,1,1,5,9,10,36 to 50,Female,723.0,0,2019,9
11548,3,3,8,5,8,5,4,1,3,2,10,5,6,0,7,1,10,2,3,36 to 50,Male,659.6,0,2019,9
11549,3,2,5,6,7,10,7,3,8,3,6,5,7,2,2,1,10,8,2,21 to 35,Female,713.4,1,2019,9
11550,4,2,9,4,9,7,4,1,4,4,7,5,7,8,1,0,5,3,8,21 to 35,Male,654.1,0,2019,9
11551,4,4,1,10,5,10,0,2,4,0,7,4,8,0,1,1,7,1,10,20 or younger,Male,683.2,1,2019,9
11552,4,3,3,10,10,10,10,3,8,3,6,10,6,0,1,1,10,4,7,20 or younger,Female,723.4,0,2019,9
11553,3,1,2,6,3,8,2,2,8,3,8,3,7,5,2,0,1,1,8,36 to 50,Female,650.9,1,2019,9
11554,4,4,4,3,5,7,3,3,7,1,6,0,8,8,8,1,5,1,4,51 or more,Female,621.8,0,2019,9
11555,3,1,8,2,5,6,8,2,7,4,8,3,6,10,3,1,5,8,8,36 to 50,Male,671.1,0,2019,9
11556,3,5,3,5,3,3,3,2,7,1,7,1,6,1,10,1,5,2,3,36 to 50,Female,611.4,0,2019,9
11557,1,1,10,10,10,10,10,5,6,5,4,7,7,0,3,1,9,3,2,36 to 50,Female,716.4,0,2019,9
11558,3,3,1,2,0,8,0,0,6,1,10,0,7,7,2,0,4,3,10,21 to 35,Male,603.7,0,2019,9
11559,5,3,6,4,10,8,10,3,9,8,5,10,7,6,1,1,5,8,10,51 or more,Female,721.7,0,2019,9
11560,4,4,4,6,6,10,6,0,7,4,3,1,8,1,2,0,9,3,7,20 or younger,Female,667.1,1,2019,9
11561,3,5,1,10,3,8,0,5,6,1,2,2,7,2,10,0,4,0,10,21 to 35,Female,610.6,0,2019,9
11562,3,0,1,5,6,5,6,5,8,0,10,0,6,0,0,1,3,1,5,51 or more,Female,686.8,1,2019,9
11563,5,2,10,3,3,10,10,2,10,7,3,4,9,4,8,1,10,7,10,21 to 35,Female,723.4,1,2019,9
11564,2,1,3,4,1,3,1,1,6,1,7,0,7,3,0,0,3,2,5,21 to 35,Female,621.8,1,2019,9
11565,2,4,10,6,6,9,5,2,7,3,10,3,7,5,5,0,10,3,6,20 or younger,Female,675.1,1,2019,9
11566,5,4,4,5,4,6,0,1,5,3,7,2,7,10,1,0,3,2,7,21 to 35,Male,628.6,1,2019,9
11567,3,3,3,4,2,10,1,3,6,3,8,6,7,2,2,1,10,1,6,36 to 50,Male,664.5,0,2019,9
11568,1,4,4,4,10,10,2,1,2,4,5,5,6,0,0,1,10,2,2,36 to 50,Female,651.8,0,2019,9
11569,1,0,0,0,1,2,0,0,0,0,4,0,6,0,1,0,1,0,7,21 to 35,Male,566.6,0,2019,9
11570,2,4,1,3,3,2,9,1,5,2,7,1,7,0,1,1,9,1,10,51 or more,Female,660.9,1,2019,9
11571,3,3,5,5,10,10,6,2,8,4,5,5,8,10,1,1,10,3,10,36 to 50,Male,686.2,0,2019,9
11572,3,3,3,3,1,5,2,0,0,2,1,1,9,10,0,0,1,1,1,20 or younger,Female,580.2,1,2019,9
11573,2,3,1,7,3,7,6,1,5,2,7,2,6,0,3,1,2,3,4,36 to 50,Female,635.2,0,2019,9
11574,2,2,6,6,4,10,2,0,6,1,9,1,7,0,5,1,5,1,7,21 to 35,Female,666.4,1,2019,9
11575,5,2,8,3,3,3,7,2,4,1,5,5,8,4,1,1,6,5,8,51 or more,Male,684.5,1,2019,9
11576,4,0,4,2,0,3,4,0,8,2,9,4,8,6,3,1,7,2,2,20 or younger,Female,639.4,0,2019,9
11577,3,4,2,5,10,10,6,3,8,1,5,5,6,1,3,1,3,6,5,36 to 50,Female,685.8,1,2019,9
11578,5,3,2,7,10,3,6,5,8,3,5,6,8,0,1,1,1,3,10,36 to 50,Female,708.3,1,2019,9
11579,3,5,10,3,10,10,6,2,4,5,7,3,7,5,6,1,10,3,3,36 to 50,Male,666.0,0,2019,9
11580,3,5,10,3,10,10,6,2,4,5,7,3,7,5,6,1,10,3,3,36 to 50,Male,666.0,0,2019,9
11581,3,5,4,1,10,10,7,2,3,4,8,3,7,5,7,1,10,3,4,36 to 50,Male,652.6,0,2019,9
11582,5,3,10,8,10,7,0,1,2,5,7,2,9,0,4,0,8,8,7,36 to 50,Female,674.9,0,2019,9
11583,3,4,10,4,5,10,5,0,3,2,10,0,6,10,0,1,5,0,5,36 to 50,Male,654.5,1,2019,9
11584,0,5,4,6,2,4,1,3,4,2,2,1,5,0,5,1,0,3,7,20 or younger,Female,600.0,0,2019,9
11585,3,2,6,3,5,4,3,4,7,2,3,0,6,0,3,1,5,1,2,36 to 50,Female,654.8,1,2019,9
11586,3,1,6,4,4,4,4,4,7,1,3,0,6,0,2,1,5,1,2,36 to 50,Female,659.9,1,2019,9
11587,1,4,2,7,4,4,3,1,3,1,6,1,5,4,7,1,4,1,1,36 to 50,Male,592.3,0,2019,9
11588,3,1,6,3,5,8,4,2,6,6,1,6,8,10,2,1,6,3,5,20 or younger,Female,670.1,1,2019,9
11589,2,5,4,5,3,7,5,3,10,5,6,8,7,0,1,1,6,4,4,20 or younger,Male,687.9,1,2019,9
11590,3,5,3,7,3,5,3,3,3,1,2,0,6,0,2,0,10,1,3,51 or more,Female,608.7,0,2019,9
11591,2,1,1,1,1,6,1,0,8,3,8,10,8,0,0,1,4,6,7,21 to 35,Male,676.6,1,2019,9
11592,5,5,5,2,10,2,1,5,0,1,8,0,6,8,5,0,6,2,3,21 to 35,Female,620.1,1,2019,9
11593,2,1,0,9,2,10,4,4,1,2,8,2,8,10,1,0,4,1,2,21 to 35,Male,635.8,1,2019,9
11594,5,3,9,5,5,6,5,5,8,4,10,6,6,3,2,1,5,8,7,21 to 35,Female,722.5,1,2019,9
11595,2,5,7,2,2,3,2,1,8,2,10,1,7,0,1,0,6,1,1,21 to 35,Female,627.5,1,2019,9
11596,4,3,10,7,6,5,5,3,4,2,8,1,9,0,4,1,10,2,10,21 to 35,Male,705.7,1,2019,9
11597,1,4,2,4,2,6,2,0,4,1,3,0,9,5,3,1,2,3,4,21 to 35,Female,611.2,1,2019,9
11598,1,5,3,3,8,1,1,0,8,1,1,1,6,6,2,0,7,4,4,51 or more,Male,600.0,1,2019,9
11599,5,4,2,3,7,2,2,1,7,6,5,7,7,2,3,1,2,3,1,36 to 50,Female,653.7,1,2019,9
11600,3,1,1,1,1,2,0,2,0,0,10,5,6,2,2,0,3,0,2,21 to 35,Male,606.9,1,2019,9
11601,1,4,2,0,5,10,5,4,4,4,3,0,9,0,10,0,8,3,10,51 or more,Female,623.1,0,2019,9
11602,2,2,0,4,7,6,3,3,3,0,4,2,6,0,6,1,1,2,3,21 to 35,Male,632.9,1,2019,9
11603,4,1,10,4,10,4,5,5,7,0,6,5,8,0,1,1,4,2,10,36 to 50,Female,717.0,1,2019,9
11604,3,5,1,2,4,2,0,5,5,0,2,5,9,10,0,0,3,3,2,51 or more,Male,587.2,0,2019,9
11605,2,5,0,4,5,5,3,2,3,1,3,0,6,10,6,0,2,0,2,36 to 50,Female,556.2,0,2019,9
11606,1,1,1,1,1,2,2,5,7,4,1,1,7,0,3,1,2,2,8,21 to 35,Male,641.0,1,2019,9
11607,4,5,1,5,3,10,8,5,3,0,7,1,7,7,7,1,7,1,2,36 to 50,Female,630.3,0,2019,9
11608,3,4,3,6,10,10,1,5,4,1,6,8,6,0,2,1,3,7,10,21 to 35,Female,701.3,1,2019,9
11609,4,4,5,5,10,1,0,3,2,6,7,8,7,0,1,1,1,7,3,21 to 35,Female,677.9,1,2019,9
11610,1,2,2,1,6,9,0,5,5,5,10,6,8,5,0,0,0,0,5,20 or younger,Male,632.8,0,2019,9
11611,2,3,10,8,3,10,5,0,5,5,10,10,7,0,1,1,9,8,10,20 or younger,Male,729.5,1,2019,9
11612,0,2,10,3,4,10,7,0,6,7,8,1,9,10,3,1,2,5,3,20 or younger,Female,663.2,1,2019,9
11613,2,2,2,2,3,9,4,2,8,2,2,2,9,4,2,1,8,2,7,20 or younger,Male,662.0,1,2019,9
11614,3,4,2,7,0,10,4,1,3,3,9,2,5,0,8,1,4,4,6,20 or younger,Female,650.7,1,2019,9
11615,0,3,3,8,2,10,7,0,0,5,7,10,6,10,10,0,4,6,0,20 or younger,Male,601.2,0,2019,9
11616,2,1,4,2,0,10,2,0,4,4,5,1,7,2,3,1,8,0,5,20 or younger,Female,646.9,1,2019,9
11617,2,3,2,7,5,10,5,1,8,5,8,2,7,0,4,1,3,4,2,20 or younger,Male,673.0,1,2019,9
11618,3,2,10,10,5,10,2,5,5,5,7,5,3,0,3,1,4,8,2,20 or younger,Female,690.7,0,2019,9
11619,1,4,2,10,0,10,3,2,1,2,5,1,10,4,3,1,8,4,1,20 or younger,Female,628.8,0,2019,9
11620,1,5,9,10,10,10,1,3,10,0,8,10,6,0,2,1,10,0,10,20 or younger,Female,717.0,1,2019,9
11621,1,2,5,6,7,10,2,1,3,3,3,6,9,0,2,0,0,1,10,20 or younger,Female,653.7,1,2019,9
11622,1,2,1,8,6,10,3,5,5,3,8,3,8,6,5,1,4,3,1,20 or younger,Male,649.4,0,2019,9
11623,3,2,4,10,4,6,5,2,8,3,6,4,7,7,4,1,4,2,3,20 or younger,Male,650.5,0,2019,9
11624,2,3,0,10,4,10,2,0,7,3,5,2,8,0,2,0,2,0,2,20 or younger,Female,633.5,1,2019,9
11625,3,3,6,10,5,10,8,3,5,7,4,4,7,3,4,1,6,9,7,20 or younger,Female,694.3,0,2019,9
11626,3,3,2,2,1,6,2,0,5,1,3,2,6,2,2,1,1,1,2,20 or younger,Male,614.0,1,2019,9
11627,1,3,4,3,5,10,6,2,5,5,2,6,6,5,10,1,3,2,3,20 or younger,Female,639.3,1,2019,9
11628,3,2,6,7,6,10,10,1,7,6,10,2,7,10,4,1,10,5,7,20 or younger,Male,705.7,1,2019,9
11629,0,2,1,4,3,10,2,1,4,0,10,0,6,0,5,1,2,2,0,36 to 50,Male,610.3,0,2019,9
11630,3,2,3,5,3,10,10,3,10,6,5,5,6,0,2,1,10,8,6,36 to 50,Female,721.5,1,2019,9
11631,1,3,0,2,3,10,2,1,4,3,6,0,6,10,0,1,10,2,2,36 to 50,Female,611.2,0,2019,9
11632,5,2,7,6,9,7,9,2,3,6,7,7,7,5,1,1,7,6,7,21 to 35,Female,703.4,0,2019,9
11633,1,3,7,3,3,7,4,2,4,2,4,1,7,10,1,1,6,0,4,21 to 35,Male,633.1,1,2019,9
11634,1,3,4,3,2,4,0,1,7,1,6,1,7,10,3,0,2,5,0,20 or younger,Male,592.7,1,2019,9
11635,3,1,10,10,10,5,5,5,6,4,8,2,7,4,2,1,4,1,5,36 to 50,Female,691.7,0,2019,9
11636,2,1,3,2,4,3,10,3,7,6,8,10,6,10,1,1,3,6,8,51 or more,Male,688.1,1,2019,9
11637,2,1,7,10,10,8,4,3,7,5,6,8,9,0,0,1,10,8,6,51 or more,Female,727.4,0,2019,9
11638,4,3,2,3,1,4,1,5,4,4,2,0,8,10,1,1,4,4,3,21 to 35,Male,615.9,0,2019,9
11639,5,0,7,5,10,10,10,5,9,8,10,5,7,0,0,1,10,7,10,21 to 35,Female,782.2,1,2019,9
11640,5,4,10,4,3,3,5,4,4,1,9,1,7,0,1,1,7,5,8,21 to 35,Male,693.6,1,2019,9
11641,1,5,5,2,0,3,2,3,8,2,8,4,8,0,0,0,3,1,9,21 to 35,Male,637.5,1,2019,9
11642,3,2,2,4,2,9,5,2,8,2,7,5,8,0,1,1,8,2,10,51 or more,Male,695.1,1,2019,9
11643,2,4,0,2,2,4,4,1,4,2,5,4,7,0,2,1,4,4,10,20 or younger,Male,628.2,0,2019,9
11644,5,2,7,9,10,8,2,4,6,3,7,2,7,0,4,1,7,2,2,51 or more,Male,703.4,1,2019,9
11645,4,2,7,5,5,8,2,2,5,5,7,3,7,0,3,1,5,5,5,36 to 50,Male,689.8,1,2019,9
11646,4,4,8,4,10,10,5,5,8,1,7,5,7,1,3,1,3,2,4,21 to 35,Male,700.0,1,2019,9
11647,4,4,3,3,10,5,2,5,6,1,8,3,8,1,8,0,10,3,6,21 to 35,Female,647.7,0,2019,9
11648,3,3,10,6,0,6,1,4,5,1,10,0,7,2,1,1,2,5,5,21 to 35,Male,671.7,1,2019,9
11649,1,5,1,4,7,3,1,3,1,1,6,1,7,1,10,1,6,2,4,21 to 35,Female,599.5,0,2019,9
11650,5,1,2,3,8,10,2,3,9,3,5,7,7,0,0,1,7,5,4,36 to 50,Female,692.8,0,2019,9
11651,5,0,6,10,9,5,8,5,8,5,10,5,8,2,10,1,10,8,10,21 to 35,Female,751.8,1,2019,9
11652,1,5,0,2,3,6,1,0,2,8,7,5,9,0,5,0,3,0,2,21 to 35,Female,589.9,0,2019,9
11653,4,2,1,5,7,3,3,2,5,4,7,4,7,2,3,1,3,1,7,51 or more,Male,666.0,1,2019,9
11654,5,0,7,10,10,8,8,5,8,8,10,9,8,0,0,1,8,7,10,21 to 35,Female,787.5,1,2019,9
11655,4,2,3,9,10,10,9,2,8,9,5,3,7,0,2,1,4,8,5,36 to 50,Female,709.8,0,2019,9
11656,2,0,3,3,1,6,2,3,9,3,3,7,6,0,8,1,4,0,9,36 to 50,Female,644.6,0,2019,9
11657,2,2,9,4,3,10,1,2,4,1,4,2,6,10,5,1,0,1,10,20 or younger,Female,621.0,0,2019,9
11658,5,5,10,8,4,10,0,5,8,4,4,10,8,0,4,1,10,1,5,21 to 35,Male,713.2,1,2019,9
11659,2,1,1,4,7,5,8,3,5,4,7,5,6,1,3,1,7,0,3,36 to 50,Female,659.0,0,2019,9
11660,3,3,6,3,3,10,6,5,6,2,10,0,7,0,1,0,5,1,10,21 to 35,Female,663.2,0,2019,9
11661,3,5,0,0,0,3,0,3,3,1,3,1,6,10,2,0,5,2,4,36 to 50,Male,559.6,0,2019,9
11662,3,2,3,9,6,8,9,4,10,7,7,7,7,5,8,1,6,9,6,21 to 35,Male,701.7,0,2019,9
11663,2,1,5,5,3,5,3,3,7,2,7,5,7,0,1,1,7,2,3,51 or more,Female,679.6,1,2019,9
11664,1,5,5,0,0,10,0,1,5,1,7,0,7,5,0,0,3,1,10,36 to 50,Male,611.6,1,2019,9
11665,2,5,0,10,5,6,7,5,4,0,1,10,6,0,10,0,3,4,10,21 to 35,Male,630.6,0,2019,9
11666,2,4,3,5,5,6,4,2,7,2,3,10,5,7,7,0,6,2,4,36 to 50,Female,610.4,0,2019,9
11667,1,5,4,10,10,10,3,4,7,4,8,2,7,3,5,1,5,1,6,36 to 50,Female,681.5,1,2019,9
11668,3,2,1,5,2,10,2,1,8,2,3,5,6,0,4,1,1,4,4,51 or more,Female,636.1,0,2019,9
11669,4,4,3,4,6,10,2,0,5,2,9,7,6,8,4,1,6,1,3,36 to 50,Male,635.6,0,2019,9
11670,5,1,10,10,10,10,9,5,9,10,5,10,8,10,1,1,5,10,10,36 to 50,Female,772.9,1,2019,9
11671,5,2,10,5,6,10,5,5,5,5,10,10,7,5,2,1,10,8,6,51 or more,Female,744.8,1,2019,9
11672,1,1,10,0,0,2,3,5,2,1,5,0,8,10,1,1,0,1,10,51 or more,Male,616.5,0,2019,9
11673,4,3,2,7,10,8,6,5,7,1,10,1,8,1,2,1,10,3,10,36 to 50,Male,721.2,1,2019,9
11674,2,5,3,5,3,6,3,0,3,7,10,2,7,0,3,1,4,0,6,36 to 50,Female,632.6,0,2019,9
11675,1,5,3,5,3,2,2,0,5,4,7,10,9,0,1,1,1,4,10,21 to 35,Male,642.6,0,2019,9
11676,4,4,6,10,10,10,8,0,7,3,10,3,7,0,2,1,8,2,1,21 to 35,Female,705.7,1,2019,9
11677,3,5,3,5,10,10,5,3,10,10,5,8,9,5,1,1,10,10,10,51 or more,Male,718.7,0,2019,9
11678,3,3,7,3,3,4,3,1,5,1,5,7,9,0,5,0,2,4,8,36 to 50,Female,645.6,1,2019,9
11679,2,4,4,5,7,4,3,3,3,1,5,0,9,4,0,1,2,0,5,51 or more,Male,625.2,0,2019,9
11680,2,3,10,3,10,10,10,5,9,1,6,10,8,0,1,1,10,2,10,36 to 50,Female,727.2,0,2019,9
11681,2,1,5,3,5,7,2,5,5,2,7,2,9,0,1,1,5,1,3,36 to 50,Female,678.3,1,2019,9
11682,2,3,7,4,10,7,5,5,8,2,1,1,7,0,7,1,10,2,8,51 or more,Female,669.9,0,2019,9
11683,1,1,1,3,4,4,5,1,7,2,5,2,7,2,1,0,4,1,10,36 to 50,Female,621.4,0,2019,9
