;fruits_veggies;daily_stress;places_visited;core_circle;supporting_others;social_network;achievement;donation;todo_completed;flow;daily_steps;live_vision;sleep_hours;lost_vacation;daily_shouting;personal_awards;time_for_passion;weekly_meditation;age;gender;healthy_bmi;quest_year;sc_social;sc_stress;sc_fulfilment;sc_health
14683;1;4;7;7;4;4;5;1;8;1;8;2;7;0;1;4;3;5;36 to 50;Female;1;2020;49,96;37,42;31,69;55,21
14684;2;2;3;5;6;10;7;3;6;7;8;10;8;0;4;7;10;9;36 to 50;Female;0;2020;44,23;43,78;78,63;58,38
14685;2;1;3;4;0;3;2;0;3;4;7;0;8;0;0;2;1;3;21 to 35;Female;0;2020;23,84;22,14;33,29;52,47
14686;2;2;2;4;4;10;4;3;5;7;4;9;7;5;5;5;6;2;21 to 35;Female;0;2020;43,36;53,48;68,41;37,32
14687;2;4;6;4;4;7;5;5;6;7;6;2;5;0;5;8;3;5;36 to 50;Female;1;2020;64,11;57,06;40,32;47,89
14688;3;4;2;4;6;8;6;3;6;5;5;5;8;10;3;5;3;6;36 to 50;Female;0;2020;44,37;63,74;55,7;53,66
14689;0;5;0;5;5;10;4;1;7;6;2;5;7;0;10;5;2;5;51 or more;Female;0;2020;45,74;70,01;52,25;37,12
14690;3;5;4;6;6;6;8;5;8;1;10;10;5;5;8;10;6;5;21 to 35;Female;1;2020;68,05;82,08;49,84;59,74
14691;1;4;1;7;8;4;5;5;7;3;1;5;8;4;4;6;1;2;36 to 50;Female;0;2020;61,78;45,34;39,06;32,13
14692;0;5;0;2;10;10;5;5;8;3;8;2;5;10;3;3;10;7;51 or more;Female;1;2020;56,37;73,98;61,49;36,15
14693;5;4;7;3;2;6;1;2;8;3;6;2;7;0;3;4;0;5;21 to 35;Male;0;2020;44,22;49,0;22,25;72,58
14694;2;1;4;4;1;10;2;5;6;2;10;2;6;0;1;2;4;5;21 to 35;Female;0;2020;50,27;31,39;32,73;53,69
14695;3;5;4;10;10;10;4;2;9;4;5;2;6;5;3;5;1;2;21 to 35;Female;1;2020;75,52;60,54;34,02;41,95
14696;3;3;10;8;10;10;10;5;8;8;6;10;6;3;3;10;5;5;21 to 35;Female;0;2020;82,79;49,37;63,91;49,16
14697;4;5;7;2;3;8;5;3;0;1;10;1;5;6;7;3;1;5;51 or more;Male;1;2020;52,5;85,11;18,84;66,59
14698;3;2;9;10;10;10;10;5;8;6;10;5;7;1;3;10;7;10;21 to 35;Male;1;2020;80,06;40,78;56,49;67,42
14699;3;3;5;5;5;10;10;3;6;2;10;2;7;2;2;10;1;2;21 to 35;Female;0;2020;70,03;51,61;31,98;57,42
14700;3;4;3;4;10;5;10;5;5;1;4;0;6;10;1;10;0;3;51 or more;Female;0;2020;76,64;57,55;27,69;40,18
14701;1;2;6;3;3;6;2;2;7;1;10;0;7;0;6;5;0;4;36 to 50;Female;0;2020;45,43;46,81;21,03;62,27
14702;0;3;6;6;4;7;7;2;9;9;6;2;8;7;1;6;8;7;51 or more;Male;1;2020;40,29;43,96;75,58;47,39
14703;5;2;6;8;6;9;4;5;9;6;10;4;7;0;2;7;8;10;51 or more;Female;0;2020;60,88;38,85;52,16;76,86
14704;2;3;6;10;5;10;5;2;8;5;10;1;8;7;4;10;4;4;51 or more;Female;1;2020;62,65;58,13;46,57;59,82
14705;4;5;4;4;5;5;4;2;3;5;4;3;6;8;1;4;2;5;21 to 35;Female;1;2020;46,03;61,43;40,44;49,27
14706;1;2;7;5;10;10;7;5;8;4;9;0;9;0;4;10;1;10;36 to 50;Female;1;2020;70,97;37,08;33,3;68,05
14707;4;2;5;1;2;2;2;2;7;3;2;0;7;0;1;3;3;5;21 to 35;Female;0;2020;31,84;26,69;31,5;57,78
14708;5;2;6;2;0;4;5;0;5;1;7;2;6;0;10;10;3;7;20 or younger;Male;1;2020;36,22;63,02;30,16;79,96
14709;2;3;4;3;1;4;1;0;6;1;2;1;8;4;2;3;3;5;20 or younger;Male;1;2020;26,16;37,17;33,96;51,25
14710;1;4;0;7;2;3;1;2;5;1;2;2;7;10;2;6;0;0;51 or more;Male;1;2020;44,76;51,6;30,22;28,24
14711;4;2;7;10;10;8;3;4;7;8;10;7;7;4;3;7;8;7;51 or more;Female;0;2020;64,19;46,56;62,18;64,31
14712;4;3;3;2;3;10;1;2;5;1;4;1;7;3;4;10;2;7;36 to 50;Female;0;2020;50,15;51,66;25,0;60,95
14713;2;2;0;3;0;2;2;0;3;4;8;0;7;0;6;1;3;7;21 to 35;Male;1;2020;14,35;47,51;40,01;61,15
14714;1;3;8;1;1;2;2;2;7;3;1;2;8;0;1;0;3;2;51 or more;Female;1;2020;28,77;25,33;35,29;44,7
14715;5;1;6;10;8;10;5;5;10;8;10;7;8;0;2;8;10;10;51 or more;Female;0;2020;62,84;32,38;68,68;76,45
14716;1;2;2;5;6;4;3;3;8;3;1;10;7;0;10;5;0;10;51 or more;Female;1;2020;41,36;44,86;46,97;49,88
14717;4;3;4;10;10;10;4;3;10;7;6;10;7;0;3;10;5;7;51 or more;Female;0;2020;70,86;42,85;59,94;56,37
14718;3;4;0;9;10;4;4;4;9;0;10;0;7;0;0;6;0;3;36 to 50;Female;1;2020;72,39;39,08;15,83;54,32
14719;2;3;1;2;6;2;0;1;5;1;1;0;5;10;2;10;1;2;51 or more;Female;0;2020;47,69;51,03;27,92;29,57
14720;5;5;4;8;10;10;3;5;8;1;7;5;7;10;2;10;1;10;51 or more;Male;1;2020;76,56;65,31;29,61;68,36
14721;3;5;10;2;2;3;1;1;7;2;8;1;6;0;3;4;3;10;21 to 35;Male;1;2020;37,07;52,07;24,77;76,94
14722;0;2;0;0;3;4;3;5;2;2;2;10;8;0;1;8;0;10;36 to 50;Female;0;2020;37,3;21,78;41,29;40,13
14723;3;3;7;10;10;4;4;5;5;1;6;10;7;0;5;2;1;8;36 to 50;Female;1;2020;66,55;38,87;30,13;58,91
14724;2;2;0;0;7;2;7;2;6;4;5;5;8;0;3;3;1;10;51 or more;Female;0;2020;27,23;34,22;49,71;59,07
14725;1;3;2;3;7;3;3;2;4;3;3;3;5;7;1;3;3;7;21 to 35;Male;0;2020;41,89;43,26;43,59;33,05
14726;2;2;8;5;2;6;8;1;7;2;3;3;7;0;1;3;3;7;21 to 35;Male;0;2020;43,37;24,73;40,89;52,84
14727;5;3;0;4;8;4;7;0;6;7;10;7;6;3;5;7;10;5;21 to 35;Female;1;2020;36,2;66,68;74,85;63,99
14728;1;2;3;6;10;10;1;0;8;1;8;2;8;0;1;3;8;7;21 to 35;Female;1;2020;47,11;29,13;45,06;52,37
14729;3;3;2;6;3;10;5;1;8;2;9;3;7;3;2;4;4;6;51 or more;Male;1;2020;44,8;49,48;44,07;60,64
14730;3;4;7;10;5;5;3;5;5;6;8;3;7;5;2;8;8;7;21 to 35;Female;1;2020;61,67;50,38;48,52;59,28
14731;1;5;1;4;4;8;1;1;2;5;1;1;7;7;4;4;3;2;21 to 35;Female;1;2020;41,16;63,53;41,86;28,76
14732;5;4;3;4;0;5;3;2;5;4;7;0;7;0;6;5;0;5;36 to 50;Male;0;2020;39,15;61,15;24,5;72,34
14733;3;1;5;6;3;5;2;5;10;2;5;3;7;0;1;3;2;10;51 or more;Female;1;2020;47,93;17,77;32,41;63,14
14734;2;2;3;4;10;5;4;1;5;3;7;5;5;0;10;3;4;7;21 to 35;Male;0;2020;46,67;59,8;44,31;52,89
14735;3;2;5;4;7;6;3;4;4;6;8;2;8;2;1;1;1;4;36 to 50;Female;1;2020;47,33;35,7;36,18;57,16
14736;5;1;10;4;5;10;1;5;2;2;2;5;8;0;0;8;0;2;51 or more;Male;0;2020;69,61;19,41;15,33;53,58
14737;1;3;0;5;3;3;1;0;1;4;1;1;8;7;2;6;5;4;21 to 35;Female;0;2020;27,93;42,11;47,04;33,08
14738;5;4;6;6;6;2;3;5;8;3;10;0;8;5;1;6;4;6;36 to 50;Female;1;2020;53,87;49,98;29,58;78,63
14739;3;3;2;7;10;4;5;5;5;4;10;7;8;0;4;8;2;5;21 to 35;Female;1;2020;63,42;46,66;39,22;60,85
14740;2;3;10;5;4;4;5;3;7;3;3;1;8;2;4;10;6;8;21 to 35;Female;1;2020;52,69;38,22;39,36;61,95
14741;5;5;8;9;6;10;1;1;10;5;6;10;7;7;6;8;2;8;51 or more;Female;0;2020;56,87;71,99;48,94;72,78
14742;3;3;10;10;10;10;10;5;8;5;4;5;7;7;0;10;6;10;36 to 50;Female;1;2020;82,49;38,63;55,41;53,89
14743;5;4;7;5;10;10;4;3;9;4;5;4;9;10;1;7;5;5;36 to 50;Female;0;2020;59,58;56,64;48,59;66,38
14744;3;1;1;5;5;3;4;5;8;7;5;5;6;7;3;7;7;10;51 or more;Male;1;2020;40,87;40,89;67,37;53,05
14745;4;3;3;3;10;10;6;5;9;5;10;2;8;5;7;4;6;7;36 to 50;Female;1;2020;54,48;69,25;52,29;73,92
14746;3;4;4;3;8;10;5;1;4;4;5;2;8;6;0;1;2;7;21 to 35;Female;0;2020;43,79;49,24;42,07;54,18
14747;3;2;4;10;10;6;3;2;1;2;10;1;7;0;2;1;3;5;36 to 50;Female;1;2020;59,64;35,06;24,63;54,91
14748;2;5;2;1;3;5;2;3;2;5;10;3;7;5;10;6;0;1;21 to 35;Female;0;2020;39,52;89,78;33,45;58,26
14749;4;1;8;5;10;2;10;5;5;10;4;10;9;3;3;8;9;10;21 to 35;Female;0;2020;46,94;31,13;81,97;66,1
14750;4;3;5;4;3;2;5;1;5;2;5;0;8;5;4;7;1;5;36 to 50;Female;0;2020;38,39;50,17;29,26;66,74
14751;4;2;3;6;7;2;5;1;10;4;3;3;8;0;1;6;3;5;21 to 35;Male;1;2020;44,01;24,94;44,54;57,4
14752;3;2;8;9;5;7;5;3;8;4;9;3;7;7;2;6;8;5;21 to 35;Female;1;2020;55,96;45,42;53,41;60,67
14753;3;1;5;10;10;5;4;5;7;3;8;10;6;0;0;10;4;9;51 or more;Male;1;2020;74,02;19,8;44,75;53,59
14754;4;4;2;8;10;6;10;3;8;3;7;10;7;0;1;4;8;5;36 to 50;Female;0;2020;60,54;44,29;61,87;53,45
14755;1;3;2;3;1;10;4;3;7;8;6;1;9;0;7;4;8;7;20 or younger;Female;1;2020;30,05;54,47;63,96;58,93
14756;2;2;4;1;4;3;3;0;6;1;5;2;7;10;2;10;3;6;36 to 50;Female;0;2020;33,24;47,46;41,98;53,65
14757;3;5;10;10;5;10;2;4;2;1;8;5;7;0;1;10;2;4;36 to 50;Female;0;2020;82,43;46,11;14,62;56,14
14758;3;5;5;10;10;7;0;5;0;3;4;4;6;0;6;7;10;3;36 to 50;Female;0;2020;77,22;58,5;33,3;39,42
14759;2;2;3;5;8;9;7;4;8;8;6;8;7;2;4;6;5;9;36 to 50;Male;1;2020;52,61;44,19;69,26;52,13
14760;1;4;3;6;10;3;3;0;7;2;2;2;6;10;7;6;2;5;21 to 35;Female;1;2020;48,99;66,25;40,99;38,35
14761;5;3;6;10;10;8;10;4;7;5;6;5;8;6;2;10;7;10;51 or more;Female;1;2020;70,48;47,52;58,0;68,3
14762;5;5;0;4;10;10;5;5;10;2;4;6;8;0;2;10;2;7;36 to 50;Female;1;2020;71,37;50,83;35,02;61,7
14763;2;4;2;1;1;1;1;0;1;4;5;2;9;5;0;2;7;10;36 to 50;Male;1;2020;5,68;41,69;51,51;61,76
14764;2;1;4;10;4;10;10;2;10;6;10;4;6;7;2;7;4;4;36 to 50;Male;1;2020;59,73;46,16;64,2;48,85
14765;2;3;10;6;10;5;4;4;7;3;7;5;7;2;6;7;5;5;51 or more;Female;0;2020;66,17;49,78;38,74;58,79
14766;5;2;4;2;0;1;0;1;3;0;6;0;7;10;0;5;1;10;51 or more;Male;1;2020;21,36;41,95;24,14;73,85
14767;1;5;4;4;8;10;7;5;3;7;6;3;6;0;9;5;2;2;21 to 35;Female;0;2020;69,4;75,55;40,98;39,24
14768;2;2;1;2;1;1;2;2;7;1;5;10;6;10;7;4;10;7;21 to 35;Male;1;2020;15,3;61,48;70,06;52,6
14769;3;4;2;6;3;8;3;1;7;6;6;1;9;8;2;5;2;2;20 or younger;Female;1;2020;38,8;57,85;47,36;54,66
14770;2;4;10;5;3;8;7;4;8;8;10;5;8;0;3;10;6;10;20 or younger;Female;0;2020;54,0;49,84;58,09;74,97
14771;5;2;10;6;10;10;6;5;7;4;10;2;7;0;2;10;1;10;21 to 35;Female;0;2020;79,9;38,67;25,93;80,06
14772;5;2;10;10;4;10;3;5;7;8;5;6;9;4;1;10;1;4;21 to 35;Female;1;2020;69,57;33,98;42,34;64,85
14773;4;3;4;8;10;8;5;3;7;6;1;7;6;3;3;10;7;5;36 to 50;Female;1;2020;70,01;44,59;57,91;40,33
14774;3;3;5;3;7;9;9;3;9;9;5;9;7;0;1;9;7;10;51 or more;Male;0;2020;51,72;39,9;76,63;57,54
14775;1;2;3;2;10;8;5;0;7;6;10;2;5;10;1;4;6;3;21 to 35;Female;1;2020;44,4;57,61;64,07;38,98
14776;3;4;7;1;2;2;0;1;2;0;2;3;7;0;5;3;0;3;36 to 50;Female;1;2020;34,94;47,12;13,93;54,6
14777;5;1;5;10;10;3;5;1;6;2;5;3;8;0;0;1;3;10;51 or more;Female;1;2020;48,46;14,86;35,24;67,89
14778;3;5;5;5;9;8;6;4;5;1;4;0;6;10;3;10;2;2;36 to 50;Female;0;2020;77,3;68,99;25,92;41,96
14779;2;3;3;7;10;7;1;3;8;0;6;2;8;2;2;6;4;3;21 to 35;Female;0;2020;63,5;37,05;27,86;48,32
14780;5;4;9;5;8;10;8;1;5;6;7;8;6;10;0;10;10;5;21 to 35;Male;1;2020;59,96;64,25;70,44;57,61
14781;2;2;4;5;4;5;1;5;6;4;3;4;7;0;0;10;8;7;51 or more;Female;0;2020;54,2;21,61;46,22;44,81
14782;3;4;1;7;5;8;2;5;9;3;5;2;5;10;7;3;1;5;36 to 50;Female;1;2020;58,61;74,71;36,08;47,05
14783;4;3;4;5;10;10;7;4;8;4;3;7;5;0;2;5;8;10;51 or more;Female;1;2020;66,04;40,8;56,77;49,57
14784;5;2;5;8;10;7;5;5;5;7;10;5;7;0;3;5;5;8;51 or more;Female;1;2020;63,92;42,51;47,7;69,74
14785;2;5;3;4;10;5;2;5;0;1;3;1;8;10;10;4;0;3;36 to 50;Female;1;2020;57,91;81,96;19,48;46,35
14786;2;5;3;6;3;5;2;1;7;2;7;1;10;10;3;2;1;4;21 to 35;Female;1;2020;30,44;62,42;36,28;63,24
14787;0;2;0;3;3;10;7;2;5;2;4;6;6;10;3;5;3;5;21 to 35;Female;1;2020;42,0;53,18;57,67;29,09
14788;2;5;5;6;3;5;2;1;7;2;7;1;10;10;3;2;2;3;21 to 35;Female;1;2020;32,27;62,17;36,57;63,47
14789;1;2;10;5;3;2;5;2;8;1;5;2;7;0;0;7;1;4;36 to 50;Female;1;2020;52,52;19,27;26,2;51,18
14790;3;1;1;6;7;1;4;5;8;2;6;4;8;0;4;8;8;8;21 to 35;Male;1;2020;47,29;28,23;48,15;61,68
14791;3;1;10;7;5;4;2;2;6;3;2;3;8;0;7;10;1;7;21 to 35;Female;0;2020;54,53;31,18;27,47;63,59
14792;2;4;1;5;5;2;4;2;5;0;9;3;7;1;10;8;0;4;36 to 50;Female;0;2020;47,71;70,07;23,31;62,22
14793;3;1;10;7;10;10;9;3;7;3;7;5;5;0;1;10;4;7;51 or more;Male;0;2020;82,29;28,86;41,17;52,0
14794;1;0;10;10;10;1;3;5;8;1;2;4;8;10;10;3;8;2;51 or more;Female;0;2020;56,97;43,1;47,9;44,94
14795;5;2;1;2;6;2;2;4;8;5;10;1;6;0;2;9;5;7;51 or more;Female;1;2020;45,91;42,58;40,01;71,16
14796;3;2;3;8;10;10;4;5;10;4;5;2;9;4;10;10;7;7;36 to 50;Female;1;2020;65,98;58,58;50,2;64,35
14797;3;4;4;5;10;3;1;5;5;1;4;2;7;10;3;3;1;7;36 to 50;Female;0;2020;55,71;54,96;25,28;52,68
14798;1;3;3;2;10;5;2;2;6;1;2;2;8;0;5;10;4;2;36 to 50;Female;1;2020;56,57;41,08;31,28;39,91
14799;4;0;3;5;2;2;4;0;8;4;3;1;7;0;1;9;4;3;51 or more;Male;0;2020;37,17;18,12;43,67;52,32
14800;5;0;9;10;10;10;10;4;10;10;10;10;7;0;0;6;10;10;51 or more;Female;1;2020;65,19;23,72;83,45;71,3
14801;3;1;8;4;4;10;5;2;7;8;10;1;8;0;2;7;2;7;36 to 50;Female;1;2020;48,15;35,01;46,35;71,25
14802;1;5;1;6;7;3;2;2;2;6;5;1;6;2;2;1;4;4;21 to 35;Female;0;2020;44,41;51,27;41,15;33,8
14803;1;3;10;10;3;1;10;1;8;5;5;4;8;3;5;10;10;10;21 to 35;Female;0;2020;44,27;41,35;67,4;63,44
14804;4;3;6;6;6;10;10;5;7;4;8;3;6;0;3;5;2;7;36 to 50;Female;0;2020;70,57;48,37;37,53;62,54
14805;4;3;6;6;6;9;7;3;6;8;6;4;9;2;5;6;7;7;21 to 35;Female;0;2020;48,43;52,5;61,75;68,68
14806;2;0;1;10;10;10;6;4;8;6;10;5;10;0;1;1;8;10;36 to 50;Female;0;2020;48,05;18,15;67,34;63,14
14807;4;5;10;5;10;10;10;5;10;10;10;10;7;0;1;5;10;10;51 or more;Female;0;2020;64,3;55,04;78,9;73,33
14808;2;5;8;4;7;10;4;2;4;2;8;1;7;5;1;5;1;2;36 to 50;Male;0;2020;63,81;58,39;23,88;50,64
14809;2;2;4;9;10;2;5;5;7;6;3;3;6;8;1;8;5;8;51 or more;Male;0;2020;64,03;34,46;53,57;39,33
14810;1;2;3;5;0;3;2;0;7;1;1;5;8;5;0;3;2;3;21 to 35;Female;1;2020;25,96;24,15;42,71;38,01
14811;3;2;8;9;9;9;7;2;7;6;10;5;8;8;2;10;8;6;51 or more;Female;1;2020;61,95;49,69;64,46;63,2
14812;2;2;10;4;6;3;2;1;6;3;8;0;7;0;7;4;2;3;36 to 50;Female;0;2020;45,68;46,54;25,83;63,95
14813;3;4;8;9;10;4;6;5;6;5;3;9;8;2;0;8;8;4;36 to 50;Female;1;2020;70,47;33,22;55,05;45,88
14814;0;2;1;10;10;10;6;3;7;2;5;3;8;10;1;10;6;8;21 to 35;Female;1;2020;66,24;39,04;55,47;36,1
14815;4;1;5;8;8;10;8;1;8;8;6;9;8;0;4;6;7;8;36 to 50;Female;0;2020;49,3;36,65;74,49;62,81
14816;3;4;2;1;2;10;1;2;2;0;7;0;6;5;2;3;1;1;21 to 35;Female;1;2020;46,23;60,72;18,09;46,52
14817;3;5;0;3;0;2;0;0;2;0;2;0;6;0;0;2;0;10;36 to 50;Male;1;2020;26,13;38,47;16,02;52,06
14818;1;1;10;10;10;10;10;5;8;7;3;10;7;0;1;10;2;10;21 to 35;Male;1;2020;82,49;16,43;58,64;43,15
14819;1;4;4;5;8;10;4;3;8;6;6;5;8;5;1;4;8;7;21 to 35;Female;0;2020;49,27;47,91;64,63;47,58
14820;3;3;10;3;10;4;1;2;7;5;5;0;8;0;3;8;0;10;21 to 35;Female;0;2020;53,97;35,22;24,68;71,83
14821;3;4;3;6;6;10;5;3;1;5;3;10;4;5;2;7;7;5;21 to 35;Male;0;2020;62,98;57,71;58,41;29,01
14822;2;1;7;5;3;3;3;1;7;1;8;1;8;2;3;3;2;7;21 to 35;Female;1;2020;33,91;29,31;31,11;67,93
14823;1;2;1;7;7;10;0;0;7;2;2;4;8;0;1;7;2;3;36 to 50;Male;1;2020;53,21;23,85;36,43;33,0
14824;2;5;4;5;8;6;6;2;7;1;1;10;7;0;7;6;2;9;21 to 35;Female;0;2020;54,01;55,34;42,58;51,22
14825;2;3;7;4;3;6;7;4;8;4;7;5;6;6;2;8;3;7;20 or younger;Male;1;2020;54,0;49,38;48,52;55,55
14826;5;3;5;3;3;5;2;5;7;2;10;1;5;0;3;5;1;10;51 or more;Female;1;2020;52,92;48,68;19,31;77,75
14827;4;4;3;4;3;2;0;5;6;1;2;1;9;5;10;3;1;10;21 to 35;Female;1;2020;33,81;63,04;22,73;76,05
14828;5;3;0;1;0;10;0;3;4;1;1;0;7;10;1;5;0;0;51 or more;Male;0;2020;42,44;54,8;23,11;43,21
14829;3;2;8;6;5;6;6;1;9;1;8;5;7;0;0;10;1;4;21 to 35;Male;0;2020;60,69;28,44;31,63;61,04
14830;3;1;8;10;10;10;6;5;6;2;10;7;7;0;1;10;2;8;51 or more;Female;1;2020;84,23;25,97;32,8;61,56
14831;2;3;3;3;6;3;8;3;7;5;3;5;6;10;7;4;6;3;36 to 50;Female;0;2020;40,55;68,25;65,13;41,0
14832;2;1;5;4;0;2;3;0;5;2;1;5;8;3;0;3;2;2;21 to 35;Female;1;2020;25,38;17,82;41,47;41,78
14833;4;5;10;8;10;10;3;5;3;2;8;5;7;0;5;5;5;4;21 to 35;Female;0;2020;80,38;60,02;24,01;62,52
14834;4;5;10;8;10;10;5;5;3;2;8;5;7;0;4;6;6;4;21 to 35;Female;0;2020;82,34;57,92;28,03;61,33
14835;2;2;7;7;10;5;10;5;6;6;5;10;4;0;3;10;10;5;36 to 50;Female;0;2020;76,68;38,67;68,55;34,53
14836;5;2;10;8;7;4;7;5;9;4;4;10;7;0;1;7;3;4;21 to 35;Male;1;2020;69,31;25,99;43,98;59,96
14837;3;3;2;10;10;10;7;2;8;8;8;5;7;0;0;10;3;9;21 to 35;Male;0;2020;69,24;37,08;56,55;54,12
14838;4;4;4;8;2;9;3;2;8;3;2;2;8;5;1;6;5;3;21 to 35;Female;1;2020;51,81;45,07;41,14;50,72
14839;4;2;4;4;4;3;5;3;5;7;5;5;9;6;2;3;3;8;21 to 35;Female;1;2020;28,33;40,01;56,83;66,74
14840;2;3;6;5;8;9;8;4;7;7;6;5;7;7;1;6;7;5;36 to 50;Male;1;2020;58,94;49,31;66,08;45,61
14841;5;5;5;2;10;10;5;5;6;5;10;0;7;0;5;10;1;10;21 to 35;Female;1;2020;71,1;68,62;25,34;81,11
14842;1;2;3;3;7;3;4;3;1;2;1;0;7;0;2;3;6;10;21 to 35;Female;1;2020;41,11;23,76;36,74;41,39
14843;1;3;5;7;5;9;6;3;7;4;7;3;8;0;2;6;2;10;20 or younger;Female;1;2020;55,09;35,18;41,5;58,23
14844;4;3;4;3;3;10;2;3;7;1;10;0;7;0;1;8;6;3;36 to 50;Female;0;2020;55,61;45,7;28,32;65,05
14845;3;3;4;10;8;9;2;5;1;4;10;0;7;5;4;8;3;1;21 to 35;Female;0;2020;76,76;57,73;24,91;48,87
14846;4;5;7;10;5;7;5;5;3;5;8;2;6;0;2;10;10;10;21 to 35;Female;0;2020;71,49;51,94;42,6;64,31
14847;2;2;4;7;4;3;7;3;7;3;6;3;5;3;0;2;8;4;21 to 35;Male;1;2020;48,52;32,25;53,04;39,75
14848;2;1;7;3;3;3;0;3;4;1;5;1;8;9;1;0;1;5;36 to 50;Female;1;2020;31,01;31,36;27,79;54,71
14849;4;4;3;5;10;3;3;5;9;10;1;4;8;5;4;10;0;2;36 to 50;Female;1;2020;61,99;53,06;48,42;47,12
14850;4;4;0;7;4;3;7;3;8;5;6;3;7;7;4;8;5;5;21 to 35;Female;0;2020;46,26;62,84;54,99;57,41
14851;2;3;5;1;3;2;2;2;4;1;3;7;8;0;3;4;1;7;36 to 50;Female;1;2020;30,65;33,91;32,43;56,56
14852;3;5;10;8;10;10;10;0;10;8;7;1;6;0;3;3;1;4;36 to 50;Female;0;2020;70,0;57,34;45,35;56,25
14853;1;1;8;3;2;3;7;1;5;0;6;5;8;10;2;4;2;10;51 or more;Male;0;2020;26,72;36,13;46,31;62,36
14854;3;1;0;7;10;4;4;3;7;0;3;0;6;5;3;4;0;7;21 to 35;Male;0;2020;58,15;32,58;25,44;44,36
14855;1;2;1;7;3;2;4;2;6;4;2;10;8;0;1;2;8;5;21 to 35;Female;1;2020;29,0;20,47;66,81;36,56
14856;2;5;0;1;1;0;1;0;0;2;1;0;3;10;10;2;1;0;36 to 50;Female;0;2020;27,69;90,35;28,86;27,26
14857;2;5;2;4;2;10;1;2;2;4;3;3;8;6;5;10;1;3;21 to 35;Female;1;2020;49,37;67,35;34,05;43,96
14858;5;4;8;7;10;10;2;2;9;1;9;2;7;5;1;10;5;3;21 to 35;Female;0;2020;75,03;54,42;28,28;66,96
14859;5;5;2;4;10;4;4;2;3;8;2;3;6;0;10;3;8;4;51 or more;Female;0;2020;46,31;76,4;53,93;52,49
14860;5;4;10;5;5;2;5;3;8;2;7;2;7;0;2;10;2;10;21 to 35;Female;1;2020;57,83;41,81;23,61;82,91
14861;2;0;10;6;8;6;4;1;2;2;5;5;8;7;0;10;5;5;51 or more;Male;1;2020;54,85;22,51;43,42;48,95
14862;3;1;5;2;2;1;0;0;1;3;8;0;8;0;2;0;4;10;51 or more;Female;1;2020;12,36;26,66;33,22;72,99
14863;2;2;2;10;6;10;1;3;5;4;10;5;10;10;1;10;7;10;21 to 35;Female;1;2020;48,06;43,87;57,78;64,75
14864;4;2;7;3;3;6;2;5;4;1;3;3;6;0;2;2;3;5;36 to 50;Female;0;2020;52,69;31,02;22,54;53,16
14865;3;3;0;6;4;10;0;5;3;0;10;10;7;5;1;4;2;7;36 to 50;Male;1;2020;51,94;48,22;34,49;55,5
14866;3;4;10;6;10;4;10;0;10;6;6;5;7;0;0;10;2;10;21 to 35;Male;0;2020;60,58;36,12;50,56;66,76
14867;2;1;1;3;2;10;4;1;7;3;3;1;7;2;3;8;2;8;36 to 50;Female;0;2020;41,01;33,71;42,19;49,02
14868;1;4;5;4;8;5;5;5;7;8;10;5;8;0;7;7;6;8;21 to 35;Female;1;2020;50,71;60,36;58,32;65,04
14869;3;3;5;5;5;4;5;3;6;6;4;4;5;4;5;5;4;6;20 or younger;Female;0;2020;49,52;54,25;49,77;48,34
14870;3;4;3;3;2;2;2;3;1;3;1;1;5;8;3;4;0;3;21 to 35;Female;0;2020;43,18;57,0;25,87;36,09
14871;2;2;2;10;10;10;5;5;6;8;8;10;8;0;1;10;8;7;51 or more;Male;0;2020;69,22;31,91;69,76;46,59
14872;2;4;6;5;10;10;2;5;7;3;5;4;6;7;2;6;6;5;51 or more;Male;0;2020;70,71;54,38;42,34;42,17
14873;2;5;3;6;5;3;0;0;4;3;2;8;6;10;5;10;10;10;21 to 35;Female;0;2020;34,86;67,16;63,25;46,84
14874;3;5;2;10;10;7;7;0;8;10;6;3;6;10;10;10;3;10;36 to 50;Male;0;2020;55,23;91,07;67,78;58,78
14875;2;4;10;4;10;4;6;3;8;4;10;5;7;2;2;10;3;4;21 to 35;Female;1;2020;66,78;49,51;39,35;61,94
14876;3;2;5;10;5;4;6;5;9;4;2;5;7;5;1;10;1;10;51 or more;Male;0;2020;64,64;26,96;42,65;52,59
14877;3;4;3;5;7;4;6;5;7;4;6;5;7;7;5;10;2;5;36 to 50;Male;0;2020;60,55;63,68;43,55;55,2
14878;4;1;5;4;6;10;5;2;9;1;1;2;7;0;2;4;1;5;21 to 35;Female;0;2020;56,39;24,75;29,76;51,45
14879;2;2;10;10;10;7;4;4;7;3;10;5;8;0;1;8;3;7;36 to 50;Female;1;2020;74,44;26,5;33,34;63,59
14880;2;3;2;5;6;2;6;3;8;3;9;5;7;6;5;5;2;3;36 to 50;Male;0;2020;44,75;58,46;46,47;55,01
14881;1;3;2;3;3;2;0;1;8;6;8;10;7;0;5;3;5;3;21 to 35;Female;1;2020;22,98;48,53;61,8;50,6
14882;5;2;10;10;10;3;5;4;9;3;3;8;5;0;0;6;4;8;51 or more;Female;1;2020;74,57;20,49;38,59;55,69
14883;2;3;3;4;2;7;2;2;7;4;8;5;7;10;2;4;2;4;21 to 35;Female;0;2020;35,58;57,41;49,54;52,1
